,average_bifurcation_angle_local,average_bifurcation_angle_remote,average_contraction,average_diameter,average_fragmentation,average_parent_daughter_ratio,hausdorff_dimension,id,max_branch_order,max_euclidean_distance,max_path_distance,neuron_reconstruction_type,number_bifurcations,number_branches,number_nodes,number_stems,number_tips,overall_depth,overall_height,overall_width,scale_factor_x,scale_factor_y,scale_factor_z,soma_surface,specimen_id,total_length,total_surface,total_volume
101,82.5508007188,,0.834684822075,0.396811373434,59.35,0.825544686932,,541514449,10.0,519.202177567,550.255363228,dendrite-only,20,46,2534,6,26,108.1714,610.058613673,170.011635292,0.1144,0.1144,0.28,249.405758376,508980706,2949.2862342,3679.55898,421.403681986
102,81.6547319434,,0.715295372857,1.0364550818,145.794117647,1.0,,603515592,6.0,516.702574585,663.281565487,full,17,38,5056,4,21,159.8668,505.948867072,881.169028944,0.1144,0.1144,0.28,563.348914353,576120017,6075.05552858,19789.1059811,5324.5198507
103,68.6817683011,,0.921451911995,0.623815628208,75.3582089552,0.991551033393,,585893370,9.0,447.064057136,495.627077683,full,34,73,5089,5,39,84.56,584.410276943,461.925256255,0.1144,0.1144,0.28,822.039084264,571654895,5905.67722885,11831.0435181,2185.15797803
104,81.0567686449,,0.82068860662,0.282267365513,115.391304348,0.985508126112,,605872321,4.0,426.018351811,456.384398258,full,23,54,5702,8,31,110.5591,738.306687769,653.456667948,0.1144,0.1144,0.28,179.844707535,567742660,6710.20555843,5946.75696775,424.808293555
105,80.6654618872,,0.894302331058,0.346399326808,48.9772727273,0.90566233529,,491120251,5.0,202.32485055,221.585649111,dendrite-only,22,50,2192,6,28,66.08,199.977929412,384.962729412,0.1144,0.1144,0.28,552.574531849,469610831,2403.60645222,2632.2511266,249.772494538
106,94.0790361373,,0.889788926997,0.313069036711,27.6666666667,0.965117742352,,491120344,4.0,155.959790038,181.180496116,dendrite-only,12,28,756,4,16,41.16,176.954041632,207.109220988,0.1144,0.1144,0.28,495.522673216,466664172,858.970890967,845.656748462,71.2616902953
107,69.989424922,,0.934954812122,0.380090571696,40.5529411765,0.825408453127,,505206420,12.0,485.233093783,517.408839239,dendrite-only,43,97,3675,11,54,95.4626,552.249322216,304.266553973,0.1144,0.1144,0.28,317.7278119,488117124,4357.58328663,5218.79953807,568.166372515
108,75.8260232932,,0.888878195303,0.360214310533,53.8846153846,0.735490074093,,495335480,4.0,164.319302522,194.244930021,full,13,33,1465,7,20,100.52,281.697703279,207.405944858,0.1144,0.1144,0.28,451.974593828,471087830,1745.68207049,1983.63940875,188.802895018
109,84.6018575982,,0.901404829549,0.530899619955,114.1,0.974897474638,,603514429,6.0,471.533086083,515.704269274,full,15,36,3644,6,21,109.7407,749.288254104,540.043629931,0.1144,0.1144,0.28,711.087616617,569849486,4267.52474795,7115.99878767,979.073294732
110,59.3108213824,,0.926514411511,0.287637564188,44.45,0.977299525421,,496079506,5.0,257.750595504,289.124972241,dendrite-only,20,45,1878,5,25,71.6238,387.936007444,245.043539038,0.1144,0.1144,0.28,378.55899293,485466109,2154.41792913,1951.63964857,148.713559182
111,72.4160071856,,0.909262663347,0.41272121628,40.3712121212,0.906501169265,,527108048,28.0,650.700017953,773.68097529,dendrite-only,66,144,5623,12,78,124.5504,726.307957102,448.947011785,0.1144,0.1144,0.28,495.918709645,502366405,6528.46638237,8490.2799336,1008.96642017
112,61.2790704625,,0.923524946999,0.171405016772,39.75,0.885349820819,,491119305,4.0,238.261862174,243.872859142,dendrite-only,12,26,999,2,14,63.84,429.610077101,179.577502151,0.1144,0.1144,0.28,71.9409319575,474267418,1168.79799959,631.080652566,28.0590203623
113,79.2783327316,,0.823076983445,0.500603487114,80.2115384615,1.0,,559391889,13.0,1054.73863843,1200.3726614,full,26,58,4425,6,32,131.32,1318.11782161,434.934598399,0.1144,0.1144,0.28,366.546937053,528042185,5670.76424042,8934.24804382,1203.69080306
114,72.0425004471,,0.903507821832,0.573000340735,50.75,0.920750928857,,500961658,4.0,239.353844429,262.755736881,dendrite-only,16,39,1923,7,23,40.6165,426.243694081,402.030177869,0.1144,0.1144,0.28,566.939186464,486783119,2215.79889607,4006.53698315,659.137642013
115,69.0448034732,,0.914691013991,0.291340126108,52.7073170732,0.900596010636,,500912289,5.0,251.191322514,269.425702564,full,21,47,2235,5,26,43.4,341.585447861,361.269599262,0.1144,0.1144,0.28,244.368807407,479905853,2588.54821382,2385.54515411,197.079561776
116,77.3952287676,,0.924388861829,0.346430260971,39.8775510204,0.891088586489,,514342445,4.0,327.290133525,328.308573946,dendrite-only,25,56,2035,6,31,56.1708,414.004763424,223.923233144,0.1144,0.1144,0.28,145.237496285,485468180,2359.65893286,2564.87703271,247.70111475
117,63.5788613831,,0.912103355459,0.538379409083,64.3333333333,0.879128762737,,510121190,4.0,311.893943333,340.357898554,full,21,49,2782,7,28,70.7669,508.302101994,238.838855725,0.1144,0.1144,0.28,751.558871393,486896849,3265.32328661,5537.45453938,857.056931935
118,69.1146480299,,0.893098482526,0.537390366937,59.5102040816,0.801406918236,,556380210,6.0,271.327607831,285.748669232,full,25,53,2955,3,28,81.114,423.351912733,228.692139793,0.1144,0.1144,0.28,825.844290673,525018757,3401.13399604,5768.03021303,857.418151141
119,60.3973557293,,0.899571280083,0.457694668789,56.5588235294,0.777205136607,,496123870,5.0,458.941266495,494.810534635,dendrite-only,17,41,2104,7,24,117.2203,582.4863156,311.176953709,0.1144,0.1144,0.28,301.239664352,484679812,2436.74513703,3499.08745548,482.085756255
120,70.7673982641,,0.869973898977,0.273426228316,60.3611111111,0.80015030718,,491458275,5.0,380.095565928,487.576018049,full,18,44,2514,8,26,106.741,453.727745197,413.273143331,0.1144,0.1144,0.28,262.272683516,466245544,2976.83942827,2562.51817203,192.364661743
121,78.9787840255,,0.864197575263,0.43252913449,99.0410958904,0.806598934554,,571972033,19.0,1073.06365661,1129.27402228,full,37,79,7277,5,42,144.48,1277.14080242,413.988162602,0.1144,0.1144,0.28,430.479151652,548494556,8633.66656693,11781.0488816,1604.35022321
122,80.6799321548,,0.863418949503,0.446485897003,28.6197183099,0.800019133565,,543101964,6.0,208.046202257,253.688230045,full,36,74,2089,2,38,109.7502,315.053944007,171.913663334,0.1144,0.1144,0.28,288.059273794,477880128,2493.43865241,3493.22786005,454.177884512
123,79.2975172318,,0.887806379646,0.328689588556,59.6153846154,0.878017636014,,496123885,2.0,219.483928459,255.266309188,dendrite-only,7,20,952,6,13,52.3426,249.618312091,178.488956724,0.1144,0.1144,0.28,340.663159731,485058595,1105.36958256,1142.65109945,97.2687366498
124,52.672136723,,0.779376276632,0.225484725408,51.2826086957,0.879756116506,,491771181,10.0,436.156025285,531.109608922,dendrite-only,23,51,2416,5,28,175.299,500.008589242,169.855132353,0.1144,0.1144,0.28,151.612879812,471819401,2649.44215763,1891.3412632,114.968357751
125,79.2752020321,,0.861429957282,0.422868214808,54.2,0.753182934718,,508278663,15.0,756.523687204,786.5367009,dendrite-only,30,64,3307,4,34,102.205,849.110838507,211.509445954,0.1144,0.1144,0.28,209.916867481,490259231,3803.26383406,5054.40510365,618.520077516
126,83.3224604353,,0.904450919014,0.475826097568,37.9885057471,0.819209853886,,496001094,16.0,631.914130443,721.972758668,dendrite-only,43,95,3505,7,51,155.3989,728.16806241,255.115876729,0.1144,0.1144,0.28,711.311446098,486052980,4238.08547,6366.09707885,886.748660055
127,84.6465499876,,0.826313946695,0.364359047767,85.03125,0.910082844187,,491119938,4.0,279.598231352,326.934799726,dendrite-only,16,35,2737,3,19,94.3612,300.680906061,406.352831201,0.1144,0.1144,0.28,794.465912235,475622793,2917.11144112,3314.58764282,325.811130416
128,77.2549561931,,0.874844289184,0.351493129319,41.25,0.844141576221,,491771124,5.0,256.406363542,299.336266968,dendrite-only,16,38,1572,6,22,110.5854,391.608980487,249.692055938,0.1144,0.1144,0.28,154.123579532,396968721,1903.19310952,2101.96669703,201.089453841
129,69.6298279289,,0.851035130561,0.424750406692,76.55,0.884580501362,,538906745,9.0,548.378464487,646.937149506,full,50,106,7792,6,56,126.5846,715.481858898,585.691251654,0.1144,0.1144,0.28,590.20050719,508279351,9206.32986693,12207.613909,1505.23204994
130,68.8324542121,,0.908230681711,0.675938207857,101.975,0.999010962278,,591274394,13.0,1032.01686953,1104.41819882,full,20,46,4474,6,26,106.12,1237.71340866,424.898448325,0.1144,0.1144,0.28,333.780670346,569820130,5278.49061938,11316.8742015,2104.69584412
131,63.0393855408,,0.915318561116,0.279901710932,56.75,0.918931689647,,491771204,4.0,232.719643326,250.573262719,dendrite-only,10,25,1324,5,15,60.7544,273.318106751,362.603862186,0.1144,0.1144,0.28,181.687056207,471088062,1507.47554358,1330.92515345,97.9400288135
132,77.1969924258,,0.916062036838,0.481141398976,52.3090909091,0.966747582054,,514342418,6.0,475.701363655,533.905216213,dendrite-only,28,64,3129,8,36,112.8551,600.283946175,317.039881401,0.1144,0.1144,0.28,536.200015795,486025194,3661.15262719,5513.24094838,826.933955343
133,65.1763862153,,0.878050935912,0.480268913216,48.0789473684,0.834834571967,,514342474,5.0,215.143224353,258.998539377,full,19,46,2080,8,27,40.9819,263.895203236,350.833442394,0.1144,0.1144,0.28,438.340660078,488504814,2412.20052926,3650.9717732,494.75539045
134,66.9927944617,,0.890183290703,0.544934866488,43.8260869565,0.916661680507,,610882113,9.0,338.629202041,352.382376172,full,23,50,2041,4,27,90.9616,502.891585348,304.817971697,0.1144,0.1144,0.28,246.111110313,595562635,2403.067846,4251.14519198,719.349962737
135,68.2135171582,,0.851588490256,0.341400343436,52.9259259259,0.787984448683,,519262717,8.0,418.285770951,489.095197752,dendrite-only,27,62,3223,8,35,94.5748,551.622965646,286.177068678,0.1144,0.1144,0.28,87.5380614398,502614426,3711.71954687,3997.06587445,382.927444486
136,73.8707473317,,0.886888003794,0.405664793262,31.9,0.889253557517,,491119336,7.0,191.739134256,207.435155427,full,20,47,1489,7,27,26.32,267.34420179,143.534353483,0.1144,0.1144,0.28,463.44159881,396608557,1570.40527251,2025.24665349,226.957130076
137,73.9466894424,,0.900488147457,0.340887110347,42.8157894737,0.873413590823,,496001083,4.0,396.719119568,432.435914153,dendrite-only,19,44,1698,6,25,95.5928,455.239660545,190.836165108,0.1144,0.1144,0.28,84.6399972856,483020137,1965.84885818,2110.15508182,198.114835254
138,74.307021439,,0.878967405068,0.200111986187,43.7837837838,0.89009141552,,492100936,10.0,515.638976278,592.995443744,dendrite-only,37,84,3428,10,47,169.2378,602.03728046,331.213702558,0.1144,0.1144,0.28,210.763033762,480116737,3955.43868437,2491.81376883,129.486028152
139,63.5448200166,,0.866410603479,0.758657149239,113.678571429,0.889893141895,,595950371,11.0,891.44815104,939.700261964,full,28,61,6701,5,33,125.4011,1196.46328312,591.8278947,0.1144,0.1144,0.28,996.281356035,567763632,7815.13489082,18599.1522763,4073.88886199
140,52.5310360149,,0.893031846547,0.331714482692,40.9285714286,0.924946830969,,492413642,8.0,264.314165575,341.741980806,dendrite-only,35,75,2924,5,40,106.68,307.021759159,343.184714141,0.1144,0.1144,0.28,198.686776786,323452245,3506.25245354,3669.47818809,322.13165198
141,70.7470992777,,0.859539933021,0.301134916058,48.7361111111,0.789903913153,,519261301,9.0,298.686782345,354.179559554,dendrite-only,36,81,3642,9,45,38.036,419.612369788,257.954588516,0.1144,0.1144,0.28,71.9782065938,502359001,4117.19091686,3916.62611804,330.967786969
142,72.4952345844,,0.914846488732,0.52069243889,71.0603448276,0.9992022702,,566350592,11.0,1001.14685658,1064.54343515,full,59,123,8329,5,64,127.4544,1240.25929834,446.120483223,0.1144,0.1144,0.28,543.999102554,526725807,9742.27663344,15952.8900856,2277.72384927
143,78.0269477357,,0.866135952154,0.200899948259,48.0819672131,0.866581726409,,484775243,7.0,476.92122305,550.691105922,dendrite-only,31,70,3041,8,39,90.3529,549.55199757,257.370172916,0.1144,0.1144,0.28,135.276307475,476218657,3658.62957053,2313.39349553,122.122262126
144,80.5236850508,,0.898072207766,0.327197510205,49.7894736842,0.880861088737,,492100832,5.0,301.959661992,331.456845456,dendrite-only,19,45,2053,7,26,61.1131,359.864916091,287.895506467,0.1144,0.1144,0.28,207.760406845,475517090,2364.4331252,2436.67587576,218.508011572
145,79.4319158495,,0.933345425418,0.420716021361,66.7272727273,0.970709871643,,603514449,6.0,360.919543087,390.24965797,full,11,25,1728,3,14,127.7161,484.518203333,488.728293868,0.1144,0.1144,0.28,277.765133311,571435969,2090.3579088,2814.7348119,334.929107306
146,64.4930560493,,0.882775100501,0.20155039008,45.44,0.923718669296,,491119548,7.0,514.780890415,565.747628584,dendrite-only,50,110,4665,10,60,155.7108,636.755749832,353.78419683,0.1144,0.1144,0.28,163.261102407,479704527,5489.51753484,3475.43523779,183.410499203
147,85.4304048816,,0.868909602083,0.59564392744,50.0425531915,0.849410548854,,492413611,6.0,215.979824533,228.536014501,dendrite-only,24,53,2550,5,29,67.531,304.47114705,225.902336507,0.1144,0.1144,0.28,715.443910608,475515168,2632.71132801,4942.30022546,824.011027915
148,75.588811423,,0.910968086916,0.225798347735,47.1721311475,0.777066731847,,505203923,24.0,677.240567242,807.018976639,dendrite-only,61,133,6100,11,72,150.5501,807.640796221,343.461906531,0.1144,0.1144,0.28,315.748162353,488679042,7272.14662996,5138.76117877,305.378184601
149,78.2323139901,,0.906646727471,0.480064667493,56.5,0.794045686862,,543140999,7.0,582.522171613,611.196606561,full,23,48,2656,2,25,72.7432,766.911082277,246.144204337,0.1144,0.1144,0.28,385.185533189,514824979,3099.58927138,4678.06881897,663.903405762
150,76.3507881914,,0.879507321715,0.521638857622,37.6547619048,0.827228834576,,496085150,10.0,316.355110629,368.683647902,dendrite-only,42,91,3305,7,49,90.7262,260.243796604,386.105776089,0.1144,0.1144,0.28,393.792323059,487661754,3866.54638342,6375.39700379,942.522274166
151,83.4021012638,,0.917683727411,0.320248866773,37.9375,0.892215135976,,496121314,9.0,391.72220156,419.617777165,dendrite-only,24,56,1987,8,32,85.6358,458.83285479,230.061489323,0.1144,0.1144,0.28,402.678759099,483061182,2336.71219927,2350.72187332,197.931898993
152,57.3801735236,,0.856542023921,0.166759380946,72.1,0.992690160076,,501146906,7.0,482.630593675,515.083904585,dendrite-only,20,47,3291,7,27,134.2793,584.465276021,377.916304752,0.1144,0.1144,0.28,81.6279634419,471141261,3580.83306804,1889.54179725,85.0107143076
153,84.5448746095,,0.886984076788,0.663515917839,76.5714285714,0.986151210214,,605218138,7.0,405.552345515,455.707336685,full,28,63,4536,7,35,108.7733,592.128012886,382.27959412,0.1144,0.1144,0.28,577.877067999,569821470,5323.79397159,11113.0412531,2023.25957548
154,65.3193402117,,0.821219490081,0.377498693152,55.6666666667,1.0831090044,,491771159,3.0,199.267191896,228.207496602,dendrite-only,6,19,946,7,13,64.2701,219.506814624,305.361036453,0.1144,0.1144,0.28,534.022756693,471085676,1139.55342941,1352.10000225,137.934766215
155,73.0506311079,,0.912087066309,0.297691345134,44.8666666667,0.905582467098,,491770886,4.0,178.847082936,186.764543765,full,15,35,1492,5,20,49.0,265.905787914,327.905250295,0.1144,0.1144,0.28,314.564693706,473564515,1753.7076256,1645.93936712,134.55446969
156,59.3573344507,,0.786504558082,0.633199297081,127.06557377,0.977946492594,,563181452,8.0,770.609352043,857.557946759,full,31,66,7772,4,35,142.6205,1110.37865624,609.193311204,0.1144,0.1144,0.28,914.128683748,529898751,9051.53768248,18495.2557053,3450.30020914
157,82.607189663,,0.883840142962,0.491888285675,41.2391304348,0.751605673246,,527109106,7.0,374.790295547,380.842487395,dendrite-only,23,53,2112,7,30,43.3028,436.236356196,234.151438591,0.1144,0.1144,0.28,328.484516407,386970660,2429.7012989,3790.08288882,528.144968
158,85.1371543969,,0.862580967128,0.339378003818,55.6538461538,0.925910492607,,491771013,10.0,456.395341699,495.170974476,dendrite-only,39,87,4601,9,48,156.8361,601.331164235,227.810876233,0.1144,0.1144,0.28,583.037545714,348592897,4832.67959828,5147.71578449,467.292601444
159,80.2496852215,,0.88056692769,0.279102260728,47.9583333333,0.790493805113,,491770330,6.0,193.794062843,226.645189767,full,12,30,1330,6,18,68.18,226.912671211,291.599789899,0.1144,0.1144,0.28,249.288252097,323475862,1540.77672421,1353.27391709,98.7169177218
160,64.8415965752,,0.939655222974,0.213719925457,44.4090909091,0.900481424168,,512328466,9.0,481.945087537,521.769434836,dendrite-only,22,52,2097,8,30,99.1029,562.954719252,238.068745093,0.1144,0.1144,0.28,96.5816665867,486893033,2483.05181399,1669.107374,96.0832301917
161,72.0643786445,,0.89370894371,0.180145349387,84.8857142857,0.984250684885,,572837072,10.0,480.089445557,554.549618937,full,70,148,11991,8,78,138.9559,705.090883938,539.064479691,0.1144,0.1144,0.28,91.460326531,548457754,14259.8334605,8186.32478385,398.58617943
162,72.2245694595,,0.879693231558,0.468117596119,43.8266666667,0.866428498719,,511962662,10.0,475.321184549,550.193741259,dendrite-only,38,82,3341,6,44,80.3883,532.653202465,266.355870295,0.1144,0.1144,0.28,399.591491994,483092310,3903.60258835,5764.43806538,818.252146392
163,74.3525687977,,0.895456996563,0.254847132553,51.5,0.856286716648,,492101093,7.0,451.635083468,506.484722161,dendrite-only,19,44,2077,6,25,73.3432,516.089674189,238.724103787,0.1144,0.1144,0.28,280.315848274,484559000,2425.88369828,1940.74031294,127.53307545
164,68.615787587,,0.889912961775,0.46527420333,54.9393939394,0.828333651186,,495335436,7.0,448.123460221,476.523318316,dendrite-only,17,41,2091,7,24,104.384,565.935242159,297.210828655,0.1144,0.1144,0.28,561.368207983,471758398,2516.33895565,3652.51927076,484.037979081
165,81.738750239,,0.861565845845,0.43078750628,72.71875,0.905363051516,,538906639,8.0,323.590414736,438.930259097,full,16,37,2430,5,21,146.655,448.636822995,381.16917804,0.1144,0.1144,0.28,245.22576736,508405843,2982.41591934,4037.30638279,494.524646247
166,60.5376263855,,0.929510493118,0.469246450433,50.7352941176,0.921735730474,,513556274,6.0,306.811301726,341.338788007,full,17,42,2207,8,25,54.0741,240.115295808,453.439641951,0.1144,0.1144,0.28,643.063217719,481136138,2556.38612015,3768.72329727,528.365034299
167,68.4110627332,,0.877383571567,0.37747795292,50.125,0.850558357911,,514342269,6.0,342.365095249,368.231425084,dendrite-only,20,47,2118,7,27,57.5361,446.1025969,227.309805439,0.1144,0.1144,0.28,263.09209195,502269786,2476.43884631,2944.64642259,302.109838927
168,70.992261378,,0.863533985474,0.361116060481,51.2608695652,0.849778796477,,491771275,7.0,420.203302096,473.327617101,dendrite-only,23,54,2429,8,31,55.9418,495.701602583,266.659410747,0.1144,0.1144,0.28,222.847979418,473020156,2755.1845212,3135.27316512,312.889408581
169,70.3599316593,,0.931875742936,0.146124991371,40.25,0.852782596469,,513556739,3.0,197.45506965,204.522929773,full,6,18,581,6,12,47.04,157.583432765,271.542295117,0.1144,0.1144,0.28,82.736226744,323452196,669.412455751,308.880506415,11.2120908929
170,95.6978421013,,0.871242788684,0.349321749246,32.1029411765,0.937677756516,,492100793,5.0,140.511542438,158.343645238,full,35,77,2390,7,42,52.1063,222.734424278,196.968874328,0.1144,0.1144,0.28,518.816382999,473943881,2514.70184533,2761.55561714,255.349060613
171,74.3358384881,,0.886793241933,0.624789548871,87.9555555556,0.929790796645,,563181312,17.0,1093.29276594,1179.18193768,full,47,99,8030,5,52,125.3736,1574.83205351,664.501439384,0.1144,0.1144,0.28,1280.02521834,528022041,10030.0607617,20160.016085,3677.33881275
172,65.8895010514,,0.891127894163,0.388753256221,50.9722222222,0.844376941289,,500961528,6.0,446.973833944,504.238311017,dendrite-only,18,43,1910,7,25,100.5354,561.344690931,215.592004401,0.1144,0.1144,0.28,245.606512149,485909730,2295.96496541,2791.69111458,308.451081279
173,67.4282132484,,0.881825863333,0.897421055139,75.6617647059,0.970810011281,,582653919,9.0,565.339156002,627.510998928,full,34,74,5249,6,40,146.5332,716.51122341,439.285894409,0.1144,0.1144,0.28,802.946573537,508282493,6628.39379552,19217.1099559,4827.15506089
174,71.1924592794,,0.887334547101,0.42909965471,36.8205128205,0.848071198834,,510979132,24.0,606.206096534,746.901788874,dendrite-only,79,165,5842,7,86,125.4328,720.253568923,254.751013271,0.1144,0.1144,0.28,199.306690815,490916882,6769.06471379,9158.24139461,1173.4233615
175,59.8067546894,,0.867352529833,0.550823406843,64.2957746479,0.928104231118,,543140936,7.0,327.28029027,372.781834082,full,36,80,4824,8,44,88.167,424.345355603,492.18652538,0.1144,0.1144,0.28,314.403220045,519749342,5606.43809934,9704.82672055,1545.00271883
176,66.3244822582,,0.846586103321,0.334288740694,50.6136363636,0.831823981536,,491770543,5.0,212.519742756,246.283076664,dendrite-only,22,50,2298,6,28,67.48,306.178787036,319.828624904,0.1144,0.1144,0.28,629.944453523,320466871,2628.07710912,2767.29580299,257.362459594
177,66.4421272792,,0.912092380243,0.274529893775,60.3928571429,0.908120206524,,496085113,3.0,261.859739108,290.851894062,dendrite-only,14,34,1850,6,20,75.2425,351.234543943,368.486317412,0.1144,0.1144,0.28,379.180914529,484571248,2157.81569493,1864.4399046,128.970965947
178,92.0263846949,,0.908393997207,0.451287604293,90.7777777778,0.806546817985,,549378277,5.0,316.38562152,368.909722039,full,14,32,2488,4,18,70.1338,442.572601476,324.543356165,0.1144,0.1144,0.28,609.886002286,488386626,2856.42821502,4047.33885866,509.405893477
179,86.4879464533,,0.81655286994,0.63587688824,111.666666667,0.730172283428,,605871878,3.0,319.465974492,464.67856129,full,3,12,1680,6,9,133.56,274.7193511,484.677286174,0.1144,0.1144,0.28,428.268000205,576084692,2062.12338972,4125.09893054,726.743977398
180,71.9113530511,,0.867121724631,0.295455035114,73.8214285714,0.816243166959,,486041253,5.0,477.440599931,569.974919582,dendrite-only,14,32,2151,4,18,75.3286,584.083922268,386.076694822,0.1144,0.1144,0.28,502.033948441,475049291,2667.61838941,2472.79502005,197.063796008
181,73.8205895595,,0.925519767077,0.594392910748,87.75,0.998857767183,,596792557,10.0,892.967687032,923.825400898,full,16,37,3177,5,21,129.8004,1054.95267364,434.008055202,0.1144,0.1144,0.28,406.241976874,569820026,3669.80186601,6851.25376831,1080.03768027
182,73.8185365343,,0.880658320638,0.541449478736,71.59375,0.974680569439,,562185850,16.0,528.30801536,658.619721137,full,64,137,9394,9,73,144.2,709.31516778,450.636990821,0.1144,0.1144,0.28,568.156621122,539653924,10774.429484,18351.4540754,2705.08035589
183,78.8411496684,,0.901911147547,0.441493668983,36.9803921569,0.82084719429,,500961607,22.0,652.889561376,747.589275198,dendrite-only,51,111,3993,9,60,147.1125,752.430029092,273.377488654,0.1144,0.1144,0.28,665.131223383,486111903,4714.02043037,6548.33578547,854.863182585
184,66.5372358778,,0.876285287985,0.338967559233,75.25,0.622167028878,,537042195,4.0,368.678472909,451.831359056,dendrite-only,12,32,2839,8,20,135.52,463.799260664,366.423297929,0.1144,0.1144,0.28,256.318525904,515435668,3270.9549155,3483.73948134,353.004293603
185,81.7545089251,,0.890843419217,0.298147350999,55.3793103448,0.803245656856,,514342400,5.0,238.955804828,272.245797915,full,15,36,1820,6,21,47.2217,457.442667678,207.492346436,0.1144,0.1144,0.28,212.136620705,490387590,2146.19065656,2016.16318232,170.65087885
186,67.6766227453,,0.901963425523,0.689060363337,62.4090909091,0.806405615498,,492413283,9.0,693.893912227,758.31215207,dendrite-only,22,52,3094,8,30,122.0556,823.865984425,419.519073577,0.1144,0.1144,0.28,436.66515924,471143169,3679.73466514,7952.54344832,1542.83480877
187,70.765561246,,0.882288411283,0.317323133117,25.3260869565,0.921465006497,,491119581,5.0,103.044080556,125.754259685,dendrite-only,23,51,1258,5,28,53.3378,185.868344189,107.694411626,0.1144,0.1144,0.28,332.267195809,479220013,1491.02964203,1490.43411858,122.394263895
188,55.5752831329,,0.88174740507,0.532268447025,58.7222222222,0.869932900105,,491458264,4.0,242.686519022,267.029131925,dendrite-only,18,42,2234,6,24,82.6,333.475665641,339.955258259,0.1144,0.1144,0.28,856.908116297,313862373,2674.80726048,4654.93136093,852.19899348
189,80.5300433631,,0.897626349643,0.524917156757,77.3214285714,1.0,,554337660,7.0,891.293091472,1000.77594957,full,14,33,2331,5,19,140.8148,1040.40858676,203.831255661,0.1144,0.1144,0.28,523.748409611,528015670,2868.94586164,4761.55446044,699.42831666
190,87.3083748252,,0.791478089613,0.764212976403,106.466666667,0.945286673976,,601947715,10.0,551.041997032,643.468805186,full,15,33,3438,3,18,146.8538,816.640038385,473.151976625,0.1144,0.1144,0.28,311.999260496,576132767,4169.20029169,10017.1159017,1990.07437533
191,67.6818103096,,0.901191243434,0.28691576921,42.7272727273,0.893687622724,,496163988,4.0,366.973706051,395.916076216,full,11,25,1021,3,14,45.6898,505.72107452,198.042417609,0.1144,0.1144,0.28,100.012573547,487099387,1184.69798432,1063.94377319,92.4827739973
192,68.795944068,,0.902073183219,0.401256223273,33.7,0.837256931181,,543103452,3.0,155.441719848,179.942487175,full,15,39,1311,9,24,73.5966,262.734797705,253.081616305,0.1144,0.1144,0.28,231.174814044,509617624,1548.35975978,1961.23357815,230.962391864
193,74.4430183078,,0.864468013408,0.518025236675,44.3333333333,0.956251511718,,537044880,15.0,829.044306898,910.86357865,dendrite-only,39,82,3501,4,43,111.4543,912.521347524,227.546795786,0.1144,0.1144,0.28,281.221410418,515986607,4097.10320719,6656.64428034,1002.99284257
194,70.1513073173,,0.885604108105,0.216583737561,36.6041666667,0.742747736582,,519262578,5.0,168.665028567,188.832751787,dendrite-only,24,51,1784,3,27,77.2727,198.100913117,300.150956159,0.1144,0.1144,0.28,40.8088314632,502978383,2088.33887203,1419.8360908,79.8625162946
195,65.8579008962,,0.912524194769,0.575188997397,87.1730769231,0.991600110572,,603514410,10.0,518.118474226,556.511002579,full,27,60,4615,6,33,98.84,715.888345135,382.117665106,0.1144,0.1144,0.28,241.125072212,569844159,5445.5738328,9995.69228742,1653.59396177
196,61.0960432734,,0.935729540122,0.452637533161,47.3333333333,0.812231491867,,508278879,3.0,226.573635376,241.140896093,dendrite-only,9,23,1014,5,14,21.84,224.355009204,327.201688224,0.1144,0.1144,0.28,202.782008365,476751360,1147.96342842,1629.25091811,209.600994745
197,60.2067074754,,0.884878426616,0.313582390527,53.3666666667,0.880798262338,,491119788,4.0,191.614895906,224.537143156,dendrite-only,15,38,1877,8,23,103.7473,329.815870895,323.346719751,0.1144,0.1144,0.28,471.38340909,323540736,2214.30194238,2182.2147204,184.639886591
198,74.7817224876,,0.87308622849,0.40443012966,79.2923076923,0.915705941061,,539990522,11.0,363.420866363,407.927328941,full,65,139,10522,9,74,149.1748,538.372483109,608.704125427,0.1144,0.1144,0.28,590.656219266,508410761,12337.3363288,15624.5367335,1872.0701806
199,65.2865423204,,0.854093031571,0.414759769347,109.571428571,0.881430342591,,571972059,19.0,1267.11268989,1324.85171987,full,43,90,9235,4,47,141.2776,1928.11834969,403.357128804,0.1144,0.1144,0.28,681.196311194,548421866,10726.9898848,14206.3145926,1640.49396541
200,71.0207729025,,0.903053149057,0.233749459094,43.3947368421,0.94959748494,,496079587,10.0,543.490418863,598.936107512,dendrite-only,38,85,3493,9,47,61.0848,649.68967594,225.151693978,0.1144,0.1144,0.28,154.978675631,480169178,4014.55303738,2954.12333553,189.856785198
201,71.1173955495,,0.905758901407,0.403626114226,82.8805970149,0.957894287896,,572836713,17.0,676.914759843,782.993187725,full,67,140,11188,6,73,164.0764,934.62009707,585.776936097,0.1144,0.1144,0.28,618.55871818,529845713,13273.2881718,17015.128201,1992.48340555
202,68.5060527744,,0.911838504113,0.620200924203,73.1721311475,0.941767678897,,559391969,17.0,748.063767632,815.168772805,full,61,128,9011,6,67,159.0243,987.462892997,521.710904819,0.1144,0.1144,0.28,1038.38439666,520631294,10913.4643945,21342.249453,3592.82065919
